Hospital Name|CITY|State|Country
Orange General Hospital, Orange (a/k/a Hospital Center at Orange)||New Jersey|USA
Palisades Medical Center, North Bergen||New Jersey|USA
Pascack Valley Hospital, Westwood (now Hackensack University Medical Center North at Pascack Valley)||New Jersey|USA
PBI Regional Medical Center, Passaic (now St. Mary's Hospital - Passaic)||New Jersey|USA
Raritan Valley Hospital, Green Brook, New Jersey[3]||New Jersey|USA
Senator Garrett W. Hagedorn Psychiatric Hospital, Lebanon Township||New Jersey|USA
South Amboy Medical Center, South Amboy||New Jersey|USA
Union Hospital, Union (Remains open as a satellite emergency department "SLED")||New Jersey|USA
United Hospital Medical Center, Newark||New Jersey|USA
United Children's Medical Center, Newark||New Jersey|USA
William B. Kessler Memorial Hospital, Hammonton (the ER is still in operation via AtlantiCare, however, the rest of the hospital is closed and for sale)||New Jersey|USA
Bellevue Hospital Center|Manhattan|New York City|USA
Coler-Goldwater Specialty Hospital|Manhattan|New York City|USA
Gracie Square Hospital|Manhattan|New York City|USA
Harlem Hospital Center|Manhattan|New York City|USA
Hospital for Special Surgery|Manhattan|New York City|USA
Lenox Hill Hospital|Manhattan|New York City|USA
Manhattan Eye, Ear and Throat Hospital|Manhattan|New York City|USA
Manhattan Psychiatric Center|Manhattan|New York City|USA
Memorial Sloan Kettering Cancer Center|Manhattan|New York City|USA
Metropolitan Hospital Center|Manhattan|New York City|USA
Mount Sinai Beth Israel|Manhattan|New York City|USA
Mount Sinai Hospital|Manhattan|New York City|USA
Mount Sinai St. Luke's|Manhattan|New York City|USA
Mount Sinai West|Manhattan|New York City|USA
NewYork–Presbyterian - Allen Hospital|Manhattan|New York City|USA
NewYork–Presbyterian/Columbia University Medical Center|Manhattan|New York City|USA
NewYork–Presbyterian/Lower Manhattan Hospital|Manhattan|New York City|USA
NewYork-Presbyterian/Weill Cornell Medical Center|Manhattan|New York City|USA
New York Eye and Ear Infirmary|Manhattan|New York City|USA
N.Y.U. Hospital for Joint Diseases|Manhattan|New York City|USA
N.Y.U. Langone Medical Center|Manhattan|New York City|USA
Rockefeller Institute Hospital|Manhattan|New York City|USA
Bronx-Lebanon Hospital Center|The_Bronx|New York City|USA
Calvary Hospital|The_Bronx|New York City|USA
Jacobi Medical Center|The_Bronx|New York City|USA
Lincoln Medical Center|The_Bronx|New York City|USA
Montefiore Medical Center|The_Bronx|New York City|USA
North Central Bronx Hospital|The_Bronx|New York City|USA
Brookdale University Hospital and Medical Center|Brooklyn|New York City|USA
Brooklyn Hospital Center|Brooklyn|New York City|USA
Coney Island Hospital|Brooklyn|New York City|USA
Interfaith Medical Center|Brooklyn|New York City|USA
Kingsbrook Jewish Medical Center|Brooklyn|New York City|USA
Kings County Hospital Center|Brooklyn|New York City|USA
Maimonides Medical Center|Brooklyn|New York City|USA
New York Methodist Hospital|Brooklyn|New York City|USA
NYU Lutheran Medical Center|Brooklyn|New York City|USA
University Hospital of Brooklyn|Brooklyn|New York City|USA
Woodhull Medical and Mental Health Center|Brooklyn|New York City|USA
Wyckoff Heights Medical Center|Brooklyn|New York City|USA
Creedmoor Psychiatric Center|Queens|New York City|USA
Elmhurst Hospital Center|Queens|New York City|USA
The Floating Hospital|Queens|New York City|USA
Flushing Hospital Medical Center|Queens|New York City|USA
Forest Hills Hospital|Queens|New York City|USA
Jamaica Hospital|Queens|New York City|USA
Long Island Jewish Medical Center|Queens|New York City|USA
Mount Sinai Queens|Queens|New York City|USA
NewYork–Presbyterian/Queens|Queens|New York City|USA
Queens Hospital Center|Queens|New York City|USA
St. John's Episcopal Hospital South Shore|Queens|New York City|USA
St. Mary's Children's Hospital|Queens|New York City|USA
Zucker Hillside Hospital|Queens|New York City|USA
Richmond University Medical Center|Staten_Island|New York City|USA
Staten Island University Hospital|Staten_Island|New York City|USA
A.H. Wade's Hospital|Staten_Island|New York City|USA
Adelphi Hospital|Staten_Island|New York City|USA
Arthur C. Logan Memorial Hospital|Staten_Island|New York City|USA
Astoria General Hospital|Staten_Island|New York City|USA
Astoria Sanitarium|Staten_Island|New York City|USA
Babies' Hospital in the City of New York|Staten_Island|New York City|USA
Baptist Medical Center|Staten_Island|New York City|USA
Bay Ridge Hospital|Staten_Island|New York City|USA
Bayley Seton Hospital|Staten_Island|New York City|USA
Bedford Dispensary and Hospital|Staten_Island|New York City|USA
Beekman-Downtown Hospital|Staten_Island|New York City|USA
Bensonhurst Maternity Hospital|Staten_Island|New York City|USA
Beth David Hospital|Staten_Island|New York City|USA
Beth Moses Hospital|Staten_Island|New York City|USA
Bethany Deaconess Hospital|Staten_Island|New York City|USA
Bird S. Coler Hospital|Staten_Island|New York City|USA
Black's Sanitarium|Staten_Island|New York City|USA
Blackwell's Island Hospital|Staten_Island|New York City|USA
Bloomingdale Asylum for the Insane|Staten_Island|New York City|USA
Booth Memorial Hospital|Staten_Island|New York City|USA
Borough Park General|Staten_Island|New York City|USA
Boulevard Hospital|Staten_Island|New York City|USA
Bradford Street Hospital|Staten_Island|New York City|USA
Broad Hospital|Staten_Island|New York City|USA
Bronx Area Station Hospital|Staten_Island|New York City|USA
Bronx Eye and Ear Hospital|Staten_Island|New York City|USA
Bronx Hospital|Staten_Island|New York City|USA
Bronx Maternity Hospital|Staten_Island|New York City|USA
Bronx Municipal Hospital Center|Staten_Island|New York City|USA
Bronx Sanitarium|Staten_Island|New York City|USA
Brooklyn Eastern District Hospital|Staten_Island|New York City|USA
Brooklyn Eye and Ear Hospital|Staten_Island|New York City|USA
Brooklyn Hebrew Maternity Hospital|Staten_Island|New York City|USA
Brooklyn Home for Consumptives|Staten_Island|New York City|USA
Brooklyn Homeopathic Hospital|Staten_Island|New York City|USA
Brooklyn Homeopathic Lying-In Asylum|Staten_Island|New York City|USA
Brooklyn Maternity Hospital|Staten_Island|New York City|USA
Brooklyn State Hospital|Staten_Island|New York City|USA
Brooklyn Throat Hospital|Staten_Island|New York City|USA
Brooklyn Women's Hospital|Staten_Island|New York City|USA
Bryant Sanitarium|Staten_Island|New York City|USA
Bushwick Hospital|Staten_Island|New York City|USA
Cabrini Medical Center|Staten_Island|New York City|USA
Caledonian Hospital|Staten_Island|New York City|USA
Carson C. Peck Memorial Hospital|Staten_Island|New York City|USA
Central Maternity Hospital|Staten_Island|New York City|USA
Centre Street Hospital|Staten_Island|New York City|USA
Churchill Sanitarium|Staten_Island|New York City|USA
City Hospital|Staten_Island|New York City|USA
Columbus Hospital|Staten_Island|New York City|USA
Concourse Hospital|Staten_Island|New York City|USA
Convalescent Hospital|Staten_Island|New York City|USA
Crotona Park Hospital|Staten_Island|New York City|USA
Crown Heights Hospital|Staten_Island|New York City|USA
Cumberland Hospital|Staten_Island|New York City|USA
Debarkation Hospital no. 1|Staten_Island|New York City|USA
Debarkation Hospital no. 5|Staten_Island|New York City|USA
Deepdale General Hospital|Staten_Island|New York City|USA
Demilt Dispensary|Staten_Island|New York City|USA
Doctor Bregman's Sanitarium|Staten_Island|New York City|USA
Doctor's Hospital of Brooklyn|Staten_Island|New York City|USA
Doctors Hospital|Staten_Island|New York City|USA
Doctor's Hospital of Queens|Staten_Island|New York City|USA
Doctor's Hospital of Staten Island|Staten_Island|New York City|USA
Downtown Hospital|Staten_Island|New York City|USA
Eastern District Dispensary and Hospital|Staten_Island|New York City|USA
Eclectic Medical Dispensary of the City of New York|Staten_Island|New York City|USA
Ellis Island Immigrant Hospital|Staten_Island|New York City|USA
Elton Maternity Hospital|Staten_Island|New York City|USA
Emanuel Unity Hospital|Staten_Island|New York City|USA
Embarkation Hospital no. 3|Staten_Island|New York City|USA
Embarkation Hospital no. 4|Staten_Island|New York City|USA
Emigrant's Hospital|Staten_Island|New York City|USA
Epileptic Hospital|Staten_Island|New York City|USA
Evangelical Deaconess Hospital|Staten_Island|New York City|USA
Fever Hospitals|Staten_Island|New York City|USA
Fifth Avenue Hospital|Staten_Island|New York City|USA
Fitch's Sanitarium|Staten_Island|New York City|USA
Flatbush General Hospital|Staten_Island|New York City|USA
Flower and Fifth Avenue Hospital|Staten_Island|New York City|USA
Flower Hospital|Staten_Island|New York City|USA
Fordham Hospital|Staten_Island|New York City|USA
Francis Delafield Hospital|Staten_Island|New York City|USA
Franklin Maternity Sanitarium|Staten_Island|New York City|USA
French Hospital|Staten_Island|New York City|USA
General Hospital no. 1|Staten_Island|New York City|USA
German Hospital and Dispensary in the City of New York|Staten_Island|New York City|USA
German Hospital Dispensary of Brooklyn|Staten_Island|New York City|USA
German Hospital of Brooklyn|Staten_Island|New York City|USA
Goldwater Memorial Hospital|Staten_Island|New York City|USA
Gotham Hospital|Staten_Island|New York City|USA
Gouverneur Hospital|Staten_Island|New York City|USA
Gramercy Hospital|Staten_Island|New York City|USA
Grand Central Hospital|Staten_Island|New York City|USA
Grant General Hospital|Staten_Island|New York City|USA
Greenpoint Hospital|Staten_Island|New York City|USA
Hahnemann Hospital|Staten_Island|New York City|USA
Halcyon Hospital|Staten_Island|New York City|USA
Halloran General Hospital|Staten_Island|New York City|USA
Hamilton Hospital|Staten_Island|New York City|USA
Har Moriah of the Galician and Bucovinaen Federation|Staten_Island|New York City|USA
Harbor Hospital|Staten_Island|New York City|USA
Herman Knapp Memorial Eye Institute|Staten_Island|New York City|USA
Hillcrest General Hospital|Staten_Island|New York City|USA
Hillside Sanitarium|Staten_Island|New York City|USA
Holliswood Hospital|Staten_Island|New York City|USA
Holy Family Hospital|Staten_Island|New York City|USA
Homeopathic Hospital|Staten_Island|New York City|USA
Horace Harding Hospital|Staten_Island|New York City|USA
Hospital for Contagious Diseases|Staten_Island|New York City|USA
Hospital for Joint Diseases|Staten_Island|New York City|USA
Hospital for the Relief of the Ruptured and Crippled|Staten_Island|New York City|USA
Hospital of the Holy Name|Staten_Island|New York City|USA
House of the Holy Comforter|Staten_Island|New York City|USA
House of Relief|Staten_Island|New York City|USA
Howard Beach General Hospital|Staten_Island|New York City|USA
Hudson View Hospital|Staten_Island|New York City|USA
Hunts Point Hospital|Staten_Island|New York City|USA
Inebriate Asylum|Staten_Island|New York City|USA
Institute for Rehabilitation Medicine|Staten_Island|New York City|USA
Interboro General Hospital|Staten_Island|New York City|USA
Irwin Sanitarium|Staten_Island|New York City|USA
Israel Hospital|Staten_Island|New York City|USA
Israel Zion Hospital|Staten_Island|New York City|USA
Italian Hospital|Staten_Island|New York City|USA
J. Hood Wright Hospital|Staten_Island|New York City|USA
James Ewing Hospital|Staten_Island|New York City|USA
Jewish Hospital of Brooklyn|Staten_Island|New York City|USA
Jewish Maternity Hospital|Staten_Island|New York City|USA
Jewish Memorial Hospital|Staten_Island|New York City|USA
Jewish Sanitarium and Hospital for Chronic Diseases|Staten_Island|New York City|USA
Jewish Sanitarium for Incurables|Staten_Island|New York City|USA
Jews' Hospital|Staten_Island|New York City|USA
Kew Gardens General Hospital|Staten_Island|New York City|USA
Kings Highway Hospital|Staten_Island|New York City|USA
Kingston Avenue Hospital|Staten_Island|New York City|USA
Knickerbocker Hospital|Staten_Island|New York City|USA
Laura Franklin Hospital|Staten_Island|New York City|USA
Lebanon Hospital|Staten_Island|New York City|USA
Leff-Central Park Hospital|Staten_Island|New York City|USA
Lefferts General Hospital|Staten_Island|New York City|USA
Lefferts Maternity Hospital|Staten_Island|New York City|USA
LeRoy Hospital|Staten_Island|New York City|USA
Linden General Hospital|Staten_Island|New York City|USA
Little Neck Hospital|Staten_Island|New York City|USA
Long Island College Hospital|Staten_Island|New York City|USA
Lutheran Hospital of Brooklyn|Staten_Island|New York City|USA
Lutheran Hospital of Manhattan|Staten_Island|New York City|USA
Lying-In Hospital|Staten_Island|New York City|USA
Lying-In Hospital|Staten_Island|New York City|USA
Madison Avenue Hospital|Staten_Island|New York City|USA
Madison Park Hospital|Staten_Island|New York City|USA
Manhattan General Hospital|Staten_Island|New York City|USA
Manhattan Maternity Hospital|Staten_Island|New York City|USA
MacDougall Hospital|Staten_Island|New York City|USA
Medical Arts Center Hospital|Staten_Island|New York City|USA
Metropolitan Throat Hospital|Staten_Island|New York City|USA
Midtown Hospital|Staten_Island|New York City|USA
Midwood Hospital|Staten_Island|New York City|USA
Misericordia Hospital|Staten_Island|New York City|USA
Morrisania Hospital|Staten_Island|New York City|USA
Mount Eden Hospital|Staten_Island|New York City|USA
Mount Moriah Hospital|Staten_Island|New York City|USA
Mount Morris Park Hospital|Staten_Island|New York City|USA
Mount Sinai Roosevelt|Staten_Island|New York City|USA
Murray Hill Hospital|Staten_Island|New York City|USA
Neponsit Beach Hospital for Children|Staten_Island|New York City|USA
Neponsit Hospital|Staten_Island|New York City|USA
New Amsterdam Eye and Ear Hospital|Staten_Island|New York City|USA
New York City Asylum for the Insane|Staten_Island|New York City|USA
New York City Hospital|Staten_Island|New York City|USA
New York City Lunatic Asylum|Staten_Island|New York City|USA
New York City--the new Woman's Hospital|Staten_Island|New York City|USA
New York Dispensary for Diseases of the Throat and Chest|Staten_Island|New York City|USA
New York Infirmary|Staten_Island|New York City|USA
New York Infirmary for Women and Children|Staten_Island|New York City|USA
New York Intestinal Sanitarium|Staten_Island|New York City|USA
New York Maternity Hospital|Staten_Island|New York City|USA
New York Nursery and Child's Hospital|Staten_Island|New York City|USA
New York Ophthalmic and Aural Institute|Staten_Island|New York City|USA
New York Ophthalmic Hospital|Staten_Island|New York City|USA
New York Orthopedic Dispensary and Hospital|Staten_Island|New York City|USA
New York Polyclinic Hospital|Staten_Island|New York City|USA
New-York Post-Graduate Hospital|Staten_Island|New York City|USA
New York Skin and Cancer Hospital|Staten_Island|New York City|USA
New York Throat, Nose, and Lung Hospital|Staten_Island|New York City|USA
North General Hospital|Staten_Island|New York City|USA
Northeastern Dispensary|Staten_Island|New York City|USA
Northern Dispensary|Staten_Island|New York City|USA
Northwestern Dispensary|Staten_Island|New York City|USA
Norwegian Lutheran Deaconess Hospital|Staten_Island|New York City|USA
Nursery and Child's Hospital|Staten_Island|New York City|USA
Ocean Hill Memorial Dispensary and Hospital|Staten_Island|New York City|USA
Our Lady of Mercy Medical Center|Staten_Island|New York City|USA
Paralytic Hospital|Staten_Island|New York City|USA
Park Avenue Hospital|Staten_Island|New York City|USA
Park East Hospital|Staten_Island|New York City|USA
Park Hospital|Staten_Island|New York City|USA
Park West Hospital|Staten_Island|New York City|USA
Parkchester General Hospital|Staten_Island|New York City|USA
Parkway Hospital|Staten_Island|New York City|USA
Parkway Hospital|Staten_Island|New York City|USA
Parsons Hospital|Staten_Island|New York City|USA
Pelham Bay General Hospital|Staten_Island|New York City|USA
Peninsula Hospital|Staten_Island|New York City|USA
Penitentiary Hospital|Staten_Island|New York City|USA
Philanthropin Hospital|Staten_Island|New York City|USA
Physicians Hospital|Staten_Island|New York City|USA
Polyclinic Hospital|Staten_Island|New York City|USA
Prospect Heights Hospital|Staten_Island|New York City|USA
Prospect Hospital|Staten_Island|New York City|USA
Queens General Hospital|Staten_Island|New York City|USA
Queens Memorial Hospital|Staten_Island|New York City|USA
Queens Village Sanitarium|Staten_Island|New York City|USA
Queensboro Hospital|Staten_Island|New York City|USA
Reception Hospital|Staten_Island|New York City|USA
Reconstruction Hospital|Staten_Island|New York City|USA
Regent Hospital|Staten_Island|New York City|USA
Richmond Hill Sanitarium|Staten_Island|New York City|USA
Richmond Memorial Hospital|Staten_Island|New York City|USA
Riverdale Hospital|Staten_Island|New York City|USA
Riverside Hospital|Staten_Island|New York City|USA
Rockaway Beach Hospital|Staten_Island|New York City|USA
Roosevelt Hospital|Staten_Island|New York City|USA
Royal Hospital|Staten_Island|New York City|USA
Rusk Institute|Staten_Island|New York City|USA
